127,[3.74151024],[107.61700099],[[   3.74151024    6.21263154 -107.61700099]],[[ 0.99730296  0.02376461 -0.06944091]],[[-0.02372761  0.99971754  0.00135764]],[[6.94535607e-02 2.93685253e-04 9.97585143e-01]]
128,[3.82323387],[108.6121906],[[   3.82323387    6.26665825 -108.6121906 ]],[[ 0.99729919  0.0215777  -0.07020493]],[[-2.16739195e-02  9.99764908e-01 -6.09003150e-04]],[[0.07017529 0.00212897 0.9975324 ]]
129,[3.92861143],[109.60577031],[[   3.92861143    6.30782796 -109.60577031]],[[ 0.99733481  0.01860243 -0.07054949]],[[-0.0187946   0.99982124 -0.00206099]],[[0.07049854 0.00338144 0.99750615]]
130,[4.05407811],[110.59759133],[[   4.05407811    6.33126249 -110.59759133]],[[ 0.99739817  0.01649548 -0.07017681]],[[-0.0167849   0.99985287 -0.00353645]],[[0.07010815 0.00470515 0.9975283 ]]
131,[4.15084131],[111.59060753],[[   4.15084131    6.3987585  -111.59060753]],[[ 0.9974618   0.01446155 -0.06971955]],[[-0.0148318   0.9998785  -0.00479586]],[[0.06964172 0.00581776 0.9975551 ]]
132,[4.2555645],[112.58444877],[[   4.2555645     6.43498884 -112.58444877]],[[ 0.99750496  0.01357191 -0.06927961]],[[-0.01397547  0.99988806 -0.00534383]],[[0.06919933 0.00629871 0.99758297]]
133,[4.33424785],[113.57932997],[[   4.33424785    6.4983949  -113.57932997]],[[ 0.99751098  0.01433017 -0.06903971]],[[-0.01472724  0.99987779 -0.00524587]],[[0.0689561  0.00624958 0.99760012]]
134,[4.42932041],[114.57457396],[[   4.42932041    6.51962214 -114.57457396]],[[ 0.99747317  0.01665706 -0.06906393]],[[-0.01695103  0.99984958 -0.00367256]],[[0.06899237 0.00483399 0.99760548]]
135,[4.51605073],[115.56962823],[[   4.51605073    6.56804579 -115.56962823]],[[ 0.9974471   0.01928411 -0.0687561 ]],[[-0.01946438  0.99980864 -0.00195289]],[[0.06870528 0.0032862  0.99763159]]
136,[4.55432858],[116.56447853],[[   4.55432858    6.66189516 -116.56447853]],[[ 0.99745537  0.0224834  -0.06765567]],[[-0.02265971  0.99974154 -0.00183965]],[[0.06759683 0.00336802 0.99770703]]
137,[4.61608595],[117.55936133],[[   4.61608595    6.74185916 -117.55936133]],[[ 0.99747905  0.02404428 -0.06676384]],[[-0.02428992  0.99970084 -0.00286983]],[[0.06667487 0.00448429 0.99776468]]
138,[4.66211489],[118.55161512],[[   4.66211489    6.85724434 -118.55161512]],[[ 0.99753547  0.02441369 -0.06577956]],[[-0.02476062  0.99968344 -0.00446391]],[[0.06564976 0.00608165 0.99782419]]
139,[4.70730272],[119.54750123],[[   4.70730272    6.93578679 -119.54750123]],[[ 0.99754583  0.02595929 -0.06502647]],[[-0.02637535  0.99963671 -0.00554798]],[[0.06485882 0.00724946 0.99786812]]
140,[4.78910834],[120.54051096],[[   4.78910834    7.02087213 -120.54051096]],[[ 0.99754461  0.02556854 -0.06519978]],[[-0.02603295  0.99964134 -0.0062831 ]],[[0.06501574 0.00796502 0.99785245]]
